id,title,phone,address,address_2,ville,garde,query_point
8927,Iphabiotics,0522253607,6  rue Ibn Khalikane  Palmier Casablanca - Maroc   ,Parapharmacie Iphabiotics Casablanca,Casablanca,,Casablanca-Centre
8814,Mediclair,0522259846,1  rue Imam El Boukhari   ang. Ibrahim Anakhai Maarif Casablanca - Maroc   ,Parapharmacie Mediclair Casablanca,Casablanca,,Casablanca-Centre
8843,Mabrouka Négoce Et Distribution,0522550691,lotiss. Ennour   lot 85 2A  mag.3 Hay sidi othmane Casablanca - Maroc   ,Parapharmacie Mabrouka Négoce Et Distribution Casablanca,Casablanca,,Casablanca-Centre
8816,Coté Zen,0522527457,hay Moulay Abdallah   rue 20 n°62 Hay moulay abdellah Casablanca - Maroc   ,Parapharmacie Coté Zen Casablanca,Casablanca,,Casablanca-Centre
8829,D Pm Pharma,0522780930,71 X lotiss. El Fath 2   Casablanca - Maroc   ,Parapharmacie D Pm Pharma Casablanca,Casablanca,,Casablanca-Centre
8821,Kalilia,0602807083,51  lotiss. Zhira   Casablanca - Maroc   ,Parapharmacie Kalilia Casablanca,Casablanca,,Casablanca-Centre
4668,Pharmacie les Orangers,0522343888,"11, allée des Orangers  Casablanca",Pharmacie les Orangers Casablanca,Casablanca,,Casablanca-Centre
8896,Fya Medic,0522259354,45  rue Georges Sand   imm. E Val fleuri Casablanca - Maroc   ,Parapharmacie Fya Medic Casablanca,Casablanca,,Casablanca-Centre
8822,Medisto Maroc,0600474255,hay El Qods   lotiss. El Bahia n°38 Sidi bernoussi Casablanca - Maroc   ,Parapharmacie Medisto Maroc Casablanca,Casablanca,,Casablanca-Centre
8933,Citymall,0522242489,bd Emile Zola   résid. Palace Emile Zola Belvedere Casablanca - Maroc   ,Parapharmacie Citymall Casablanca,Casablanca,,Casablanca-Centre
7285,Pharmacie AlImam Ali,0522343628,Pharmacie AlImam Ali CASABLANCA,Pharmacie AlImam Ali Casablanca,Casablanca,,Casablanca-Centre
7304,Pharmacie Ben Omar,0522709559,Pharmacie Ben Omar CASABLANCA,Pharmacie Ben Omar Casablanca,Casablanca,,Casablanca-Centre
8916,Annucci Maroc,0522208380,12  rue Boulmane -ex Duquesne  Quartier bourgogne Casablanca - Maroc   ,Parapharmacie Annucci Maroc Casablanca,Casablanca,,Casablanca-Centre
506,Pharmacie de la Renaissance (haj Tazi),0522305385,101  rue de l' Imam El Castalani  Nouvelle Médina Casablanca,Pharmacie de la Renaissance (haj Tazi) Casablanca,Casablanca,,Casablanca-Centre
1251,Pharmacie de Casablanca,0522800970,160  bd de Croix  Hay El Farah Casablanca,Pharmacie de Casablanca Casablanca,Casablanca,,Casablanca-Centre
192,Pharmacie Azrour,0522811636,792  bd El Fida Prolongé  Hay El Farah Casablanca,Pharmacie Azrour Casablanca,Casablanca,,Casablanca-Centre
5106,Pharmacie Gare Routière Ouled Ziane,0522820755,route Oulad Ziane   Gare routière Ouled Ziane Hay El Farah Casablanca,Pharmacie Gare Routière Ouled Ziane Casablanca,Casablanca,09H A 00H,Casablanca-Centre
802,Pharmacie Assia,0522854271,hay Amal II (Ben M'Sik) rue 42  n°76 Hay El Farah Casablanca,Pharmacie Assia Casablanca,Casablanca,,Casablanca-Centre
782,Pharmacie Laâfou,0522813583,derb Laafou   rue 34 n°43/45 Derb El Kabir Casablanca,Pharmacie Laâfou Casablanca,Casablanca,,Casablanca-Centre
4235,Pharmacie Bilal,0522806497,hay El Farah   rue 61 n°160 bis Hay El Farah Casablanca,Pharmacie Bilal Casablanca,Casablanca,,Casablanca-Centre
2092,Pharmacie de l'Union,0522288677,6  bd Abdellah Senhaji - ex C   lotiss. Amal Hay El Farah Casablanca,Pharmacie de l'Union Casablanca,Casablanca,,Casablanca-Centre
3649,Pharmacie Val fleuri,0522232480,87  avenue Stendahl   Casablanca,Pharmacie Val fleuri Casablanca,Casablanca,,Casablanca-Maarif
4055,Pharmacie Aymane,0522996921,"3 Bis, rue Henri Murget, résid. Talbi III Casablanca",Pharmacie Aymane Casablanca,Casablanca,,Casablanca-Maarif
1802,Pharmacie El Hilal,0522984987,19  rue François Ponsard  Val Fleuri Casablanca,Pharmacie El Hilal Casablanca,Casablanca,,Casablanca-Maarif
8907,Innovation Santé,0540104402,332  avenue Oued Daoura   Haj Fateh  Casablanca - Maroc   ,Parapharmacie Innovation Santé Casablanca,Casablanca,,Casablanca-Maarif
465,Pharmacie Addoha,0522259669,avenue Stendahl  Val Fleuri Casablanca,Pharmacie Addoha Casablanca,Casablanca,,Casablanca-Maarif
2351,Pharmacie Achraf,0522989763,bd Anoual -ex Felix Faure   résid. Annajd  imm.20 Derb Ghalef Casablanca,Pharmacie Achraf Casablanca,Casablanca,,Casablanca-Maarif
1179,Pharmacie Bab Lahraouine,0522372192,"1003, avenue du cdt driss lharti - ex a, lot. n°7, hay ssalam3 Casablanca",Pharmacie Bab Lahraouine Casablanca,Casablanca,,Casablanca-Maarif
5007,Pharmacie Askia,0522259320,"4, cité Plateau, résid. Andaloussia E 74 Casablanca",Pharmacie Askia Casablanca,Casablanca,,Casablanca-Maarif
5480,Pharmacie du Tac,0522987361,bd Bir Anzarane - ex Danton   marché derb Ghallef  Casablanca,Pharmacie du Tac Casablanca,Casablanca,,Casablanca-Maarif
8850,Feetoibelle,0522251620,43  rue Ahmed Kadmiri -ex Albert Samain   mag n°5 Quartier val fleuri Casablanca - Maroc   ,Parapharmacie Feetoibelle Casablanca,Casablanca,,Casablanca-Maarif
1853,Pharmacie Mehdi,0522258289,2  rue Georges Sand  Val Fleuri Casablanca,Pharmacie Mehdi Casablanca,Casablanca,,Casablanca-Maarif
1883,Pharmacie Vita,0522984363,463  bd Brahim Roudani -ex route El Jadida   résid. Saâda Val Fleurie Al Batha Casablanca,Pharmacie Vita Casablanca,Casablanca,,Casablanca-Maarif
1632,Pharmacie Wato Ex Mbirkou,0522251607,153  bd El Habacha - ex Watteau  Derb Ghalef Casablanca,Pharmacie Wato Ex Mbirkou Casablanca,Casablanca,,Casablanca-Maarif
5764,Pharmacie Résidence Nadia,0522237269,"bd Brahim Roudani -ex route El Jadida, c.com. Nadia, cité plateau Casablanca",Pharmacie Résidence Nadia Casablanca,Casablanca,,Casablanca-Maarif
4884,Pharmacie Attissir,0522259363,"lot. Famille Française   rue 93 n°57 Derb Ghalef Casablanca
(en face joutia derb ghalef, prolongement bd bir anzarane vers bd abdelmoumen) ",Pharmacie Attissir Casablanca,Casablanca,,Casablanca-Maarif
1412,Pharmacie Route d'Eljadida,0522995746,240  route d' El Jadida  Maarif Casablanca,Pharmacie Route d'Eljadida Casablanca,Casablanca,garde 24h/24,Casablanca-Maarif
1938,Pharmacie Ghallef,0522252851,"121, rue Jabir Ansari - ex Corot  Casablanca",Pharmacie Ghallef Casablanca,Casablanca,,Casablanca-Maarif
8893,Ghandi Para,0522951137,108  bd Ghandi   résid. Ghandi Maarif Casablanca - Maroc   ,Parapharmacie Ghandi Para Casablanca,Casablanca,,Casablanca-Maarif
8901,Ghandi Med,0522994300,rue Abdessalam Amer ex José Maria de Hérédia   villa Selsabile France ville Casablanca - Maroc   ,Parapharmacie Ghandi Med Casablanca,Casablanca,,Casablanca-Maarif
3977,Pharmacie Zyma,0522994395,"27, rue Ahmed Kadmiri -ex Albert Samain  Casablanca",Pharmacie Zyma Casablanca,Casablanca,,Casablanca-Maarif
1258,Pharmacie Najd,0522256064,1 X rue Ibn Chahid - ex Rigaud  Palmiers Casablanca,Pharmacie Najd Casablanca,Casablanca,,Casablanca-Maarif
5219,Pharmacie El Hachemi,0522996439,"bd Anoual -ex Felix Faure, résid. Andaloussia imm.34 n°1 Casablanca",Pharmacie El Hachemi Casablanca,Casablanca,,Casablanca-Maarif
2696,Pharmacie Yacoub ElMansour,0522255204,63  bd Yacoub El Mansour (Maarif)  Maarif Casablanca,Pharmacie Yacoub ElMansour Casablanca,Casablanca,,Casablanca-Maarif
7389,Pharmacie Bio Bio Products,0522353636,Bio Bio Products CASABLANCA,Pharmacie Bio Bio Products Casablanca,Casablanca,,Casablanca-Maarif
1194,Pharmacie derb Ghallef,0522232402,25  derb Ghalef - Casablanca   imm. Al Omrane,Pharmacie derb Ghallef Casablanca,Casablanca,,Casablanca-Maarif
4269,Pharmacie Aloum,0522252929,bd Anoual -ex Felix Faure  Casablanca,Pharmacie Aloum Casablanca,Casablanca,,Casablanca-Maarif
4702,Pharmacie des Prêles,0522234033,18  rue Brahim Nakhai - ex Mont Cinto   Casablanca,Pharmacie des Prêles Casablanca,Casablanca,,Casablanca-Maarif
4420,Pharmacie Cité Plateau,0522250571,"24 Bis, avenue Stendhal  Casablanca",Pharmacie Cité Plateau Casablanca,Casablanca,,Casablanca-Maarif
5164,Pharmacie Zaouia,0522237951,121  rue El Maaden -ex Fragonard   Casablanca,Pharmacie Zaouia Casablanca,Casablanca,,Casablanca-Maarif
1152,Pharmacie Bouzoubaâ,0522984414,285  bd Ghandi  Al Batha Casablanca,Pharmacie Bouzoubaâ Casablanca,Casablanca,,Casablanca-Maarif
5072,Pharmacie AlAndaloussia,0522980693,"126, rue Dom Pérignon  Casablanca",Pharmacie AlAndaloussia Casablanca,Casablanca,,Casablanca-Maarif
4527,Pharmacie de L'Opéra,0522231172,82  rue Mohamed Bahi -ex Meissonnier   Casablanca,Pharmacie de L'Opéra Casablanca,Casablanca,,Casablanca-Maarif
415,Pharmacie Danton,0522250978,"47, bd bir anzarane Casablanca",Pharmacie Danton Casablanca,Casablanca,,Casablanca-Maarif
757,Pharmacie Universelle,0522253142,398  bd Brahim Roudani  Maarif Casablanca,Pharmacie Universelle Casablanca,Casablanca,,Casablanca-Maarif
2986,Pharmacie Rihab,0522254685,5  rue Cadi Bakkar - ex Serpolet  Maarif Casablanca,Pharmacie Rihab Casablanca,Casablanca,,Casablanca-Maarif
10183,Pharmacie Quartier des Hôpitaux,0522860654,"279 Bd Abdelmoumen, Casablanca 20340",Pharmacie Quartier des Hôpitaux casablanca,casablanca,,Casablanca-Maarif
2978,Pharmacie Abdelmoumen,0522255897,116  bd Abdelmoumen  Derb Ghalef Casablanca,Pharmacie Abdelmoumen Casablanca,Casablanca,,Casablanca-Maarif
2297,Pharmacie des Stades,0522254925,50  rue El Fourat-ex Roncevaux (Maarif)  Maarif Casablanca,Pharmacie des Stades Casablanca,Casablanca,,Casablanca-Maarif
8887,Deva Pharmaceutique,0522331432,445 A bd Abdelmoumen   résid. Riad  1°ét. n°5 Hay hermitage Casablanca - Maroc   ,Parapharmacie Deva Pharmaceutique Casablanca,Casablanca,,Casablanca-Maarif
5799,Pharmacie Charles Nicolle,0522475644,"19, place Louis Pasteur -ex Charles Nicolle  quartier des hôpitaux Casablanca",Pharmacie Charles Nicolle Casablanca,Casablanca,,Casablanca-Maarif
969,Pharmacie Rita,0522731087,"hay Katafa, rue 7, lotis.178 Casablanca",Pharmacie Rita Casablanca,Casablanca,,Casablanca-SidiBernoussi
5238,Pharmacie l'Olivier,0522731606,hay Tarik (Sidi Bernoussi I)   rue 61 n°62  Casablanca,Pharmacie l'Olivier Casablanca,Casablanca,,Casablanca-SidiBernoussi
48,Pharmacie Prefecture Bernoussi,0522730555,cité Sidi Bernoussi   derb Maaguiz bloc 20 n°23 Sidi Bernoussi Casablanca,Pharmacie Prefecture Bernoussi Casablanca,Casablanca,,Casablanca-SidiBernoussi
2390,Pharmacie Ennour,0522731525,219  bd Abou Dar Ghafari-ex E Bernousi   lot. Tarik Sidi Bernoussi Casablanca,Pharmacie Ennour Casablanca,Casablanca,,Casablanca-SidiBernoussi
2447,Pharmacie Maghreb Arabe,0522731548,bloc 8 n°19 Sidi Bernoussi (Terminus bus 33 - Derb maaguiz) Casablanca,Pharmacie Maghreb Arabe Casablanca,Casablanca,,Casablanca-SidiBernoussi
3953,Pharmacie Kounouz,0522674703,bd Chefchaouni   km. 9 5 n°42 / G i  Casablanca,Pharmacie Kounouz Casablanca,Casablanca,,Casablanca-SidiBernoussi
4462,Pharmacie Tarik AlWahda,0522359163,"1, bd Tarik El Ouahda - ex Unité  Casablanca",Pharmacie Tarik AlWahda Casablanca,Casablanca,,Casablanca-SidiBernoussi
9684,Pharmacie Tarik,0522732148,"67 , AVENUE ABI DAR AL GHAFARI.  SIDI BERNOUSSI. CASABLANCA",Pharmacie Tarik Casablanca,Casablanca,,Casablanca-SidiBernoussi
2163,Pharmacie Grande Pharmacie Sidi Bernoussi,0522731637,bd Mohamed B. Ahmed El Abdi -ex B.   cité Bernoussi Sidi Bernoussi Casablanca,Pharmacie Grande Pharmacie Sidi Bernoussi Casablanca,Casablanca,,Casablanca-SidiBernoussi
7783,Pharmacie Sabrine,0522741812,hay Amal I (Sidi Bernoussi)   rue 11 n°165 Sidi Bernoussi CASABLANCA,Pharmacie Sabrine Casablanca,Casablanca,,Casablanca-SidiBernoussi
1473,Pharmacie Ibn Baytar,0522733248,bloc Farid (Sidi Bernoussi)   av Abess El Ghadaoui n°4 Sidi Bernoussi Casablanca,Pharmacie Ibn Baytar Casablanca,Casablanca,,Casablanca-SidiBernoussi
3564,Pharmacie Bargach,0522740621,hay Tarik rue 6 n°21 Casablanca,Pharmacie Bargach Casablanca,Casablanca,,Casablanca-SidiBernoussi
4184,Pharmacie El Boussairi,0522758099,cité Sidi Bernoussi   bloc 33  n°18 bis  Casablanca,Pharmacie El Boussairi Casablanca,Casablanca,,Casablanca-SidiBernoussi
3338,Pharmacie Ghofrane,0522732631,hay El Qods (Sidi Bernoussi)   bloc c  rue 2  n°116 Sidi Bernoussi Casablanca,Pharmacie Ghofrane Casablanca,Casablanca,,Casablanca-SidiBernoussi
3836,Pharmacie Feddan Elkheir,0522735260,K130  route de Rabat (r.p. 1)   n°1  km 13  GH. Feddan Elkheir  Sidi Bernoussi  Casablanca,Pharmacie Feddan Elkheir Casablanca,Casablanca,,Casablanca-SidiBernoussi
4064,Pharmacie Moubaraka,0522767641,cité Sidi Bernoussi   6  bloc 1  hay Moubaraka Sidi Bernoussi Casablanca,Pharmacie Moubaraka Casablanca,Casablanca,garde 24h/24,Casablanca-SidiBernoussi
240,Pharmacie l'entente,0522731113,147  bd Ahmed Benbassou-ex K-s.Bernoussi   Amal 2 Sidi Bernoussi Casablanca,Pharmacie l'entente Casablanca,Casablanca,,Casablanca-SidiBernoussi
2135,Pharmacie Souad,0522739394,cité Sidi Bernoussi   bloc 106  n°7 bis Sidi Bernoussi Casablanca,Pharmacie Souad Casablanca,Casablanca,,Casablanca-SidiBernoussi
3062,Pharmacie Halabi,0522737763,248  bd Elmoutanna Benharita ex D   hay Amal 1 Sidi Bernoussi Casablanca,Pharmacie Halabi Casablanca,Casablanca,,Casablanca-SidiBernoussi
7680,Pharmacie Chefchaouni,0522357879,Pharmacie Chefchaouni CASABLANCA,Pharmacie Chefchaouni Casablanca,Casablanca,,Casablanca-SidiBernoussi
512,Pharmacie du Rond Point,0522731516,"210, bd Moulay Mohamed El Baamrani -ex M, Amal 3 Casablanca",Pharmacie du Rond Point Casablanca,Casablanca,,Casablanca-SidiBernoussi
1487,Pharmacie du Quartier,0522732258,avenue Souhaib Erroumi exH (s.Bernoussi   bloc 50 n°48 Mansour 1 Sidi Bernoussi Casablanca,Pharmacie du Quartier Casablanca,Casablanca,,Casablanca-SidiBernoussi
2446,Pharmacie de l'Esperance,0522666199,bd Chefchaouni   résid. Palmier imm. A mag. 5 Aïn Sebaâ Casablanca,Pharmacie de l'Esperance Casablanca,Casablanca,,Casablanca-SidiBernoussi
6833,Pharmacie Dounia Erraha,0522915134,Pharmacie Dounia Erraha CASABLANCA,Pharmacie Dounia Erraha Casablanca,Casablanca,,Casablanca-SidiBernoussi
2329,Pharmacie Fatihat Elkheir,0522733256,411  avenue Souhaib Erroumi exH (s.Bernoussi   lot.El Mansour Sidi Bernoussi Casablanca,Pharmacie Fatihat Elkheir Casablanca,Casablanca,,Casablanca-SidiBernoussi
5520,Pharmacie Bensaid,0522741463,hay Amal III (Sidi Bernoussi)   rue 13 n°34  Casablanca,Pharmacie Bensaid Casablanca,Casablanca,,Casablanca-SidiBernoussi
2768,Pharmacie De La Gare Ain Sebaa,0522737908,route de Rabat (r.p. 1)   Daris Km 9 Aïn Sebaâ Casablanca,Pharmacie De La Gare Ain Sebaa Casablanca,Casablanca,,Casablanca-SidiBernoussi
934,Pharmacie Rachad,0522737257,32  avenue Souhaib Erroumi exH (s.Bernoussi   Amal II Sidi Bernoussi Casablanca,Pharmacie Rachad Casablanca,Casablanca,,Casablanca-SidiBernoussi
451,Pharmacie Diwane,0522661480,8 X allée des Lilas (Aïn Sebâa)   hay castor Aïn Sebaâ CASABLANCA,Pharmacie Diwane Casablanca,Casablanca,,Casablanca-SidiBernoussi
8894,Para Ain Sebaa,0522351212,3 Bis  bd Chefchaouni  Beaussite Casablanca - Maroc   ,Parapharmacie Para Ain Sebaa Casablanca,Casablanca,,Casablanca-SidiBernoussi
5113,Pharmacie Benali,0522754050,"hay Mansour extension rue 2 bloc 70, n°152 Casablanca",Pharmacie Benali Casablanca,Casablanca,,Casablanca-SidiBernoussi
499,Pharmacie Saadallah,0522706734,hay Sadri (Bournazel)   grp. 2  rue 35 n°85 Hay Moulay Rachid Casablanca,Pharmacie Saadallah Casablanca,Casablanca,,Casablanca-SidiBernoussi
4299,Pharmacie Athina,0522737473,"cité Chabab, grp. C 2 n°7 Ain Sebaa Casablanca",Pharmacie Athina Casablanca,Casablanca,garde 24h/24,Casablanca-SidiBernoussi
4686,Pharmacie Daha,0522355290,cité Sidi Bernoussi   lotiss. Daha rue 7 n°48 bis  Casablanca,Pharmacie Daha Casablanca,Casablanca,,Casablanca-SidiBernoussi
5633,Pharmacie Borj ElBernoussi,0522740685,612  avenue Souhaib Erroumi exH (s.Bernoussi   Mansour III Sidi Bernoussi Casablanca,Pharmacie Borj ElBernoussi Casablanca,Casablanca,,Casablanca-SidiBernoussi
3532,Pharmacie hay Amal 4,0522753010,hay Amal IV (Sidi Bernoussi) rue 62  n°86  Casablanca,Pharmacie hay Amal 4 Casablanca,Casablanca,,Casablanca-SidiBernoussi
5246,Pharmacie la Rosa,0522343300,"7, bd Chefchaouni, rte 110 km 11 Casablanca",Pharmacie la Rosa Casablanca,Casablanca,,Casablanca-SidiBernoussi
3374,Pharmacie Ibtissama,0522730798,"hay Mansour III, bloc 67 n°43 Casablanca",Pharmacie Ibtissama Casablanca,Casablanca,,Casablanca-SidiBernoussi
10199,Pharmacie Lavande,0520064911,"N5. Près de Masquée Izdihar. Boulevard al Bina 20250 Casablanca
",Pharmacie Lavande Casablanca,Casablanca,,Casablanca-SidiBernoussi
1434,Pharmacie Yafa,0522739444,hay Moubaraka   q. Moubaraka imm.52  Casablanca,Pharmacie Yafa Casablanca,Casablanca,,Casablanca-SidiBernoussi
5744,Pharmacie des Troenes,0522665471,38  allée des Troènes   Lajiri III Oukacha Casablanca,Pharmacie des Troenes Casablanca,Casablanca,,Casablanca-AinSebaa
4045,Pharmacie la Perle Bleue,0522673368,"68, av de la Plage (Aïn Sebâa)  Casablanca",Pharmacie la Perle Bleue Casablanca,Casablanca,,Casablanca-AinSebaa
4638,Pharmacie des Parcs,0522664327,"2, allée des Parcs (Aïn Sebâa)  Casablanca",Pharmacie des Parcs Casablanca,Casablanca,,Casablanca-AinSebaa
4708,Pharmacie le Repère,0522355011,395  bd Moulay Ismaïl (Roches Noires)   rte. de rabat Oukacha Casablanca,Pharmacie le Repère Casablanca,Casablanca,,Casablanca-AinSebaa
3759,Pharmacie Espoir Santé,0522673600,28 X avenue de Tizi Ousli  Aïn Sebaâ Casablanca,Pharmacie Espoir Santé Casablanca,Casablanca,garde 24h/24,Casablanca-AinSebaa
3821,Pharmacie Adam,0522340312,"lotiss. Basbassa (Ain Sebaâ), rue 3 n°72 Ain Sebâa Casablanca",Pharmacie Adam Casablanca,Casablanca,,Casablanca-AinSebaa
2313,Pharmacie El Mokhtar,0522664949,19  bd de la Grande Ceinture (A.Sebaa)  Aïn Sebaâ Casablanca,Pharmacie El Mokhtar Casablanca,Casablanca,,Casablanca-AinSebaa
4091,Pharmacie Rizk,0522358520,5  place Haj Ahmed Mekouar-ex Soucarre  Aïn Sebaâ Casablanca,Pharmacie Rizk Casablanca,Casablanca,,Casablanca-AinSebaa
3485,Pharmacie Arraefa,0522352740,66 X allée des Casuarinas   Casablanca,Pharmacie Arraefa Casablanca,Casablanca,,Casablanca-AinSebaa
4549,Pharmacie ElFaiz,0522355939,avenue Khalid Bnou Loualid   lotiss. Halioua mag.n°5  Casablanca,Pharmacie ElFaiz Casablanca,Casablanca,,Casablanca-AinSebaa
4895,Pharmacie AlHadika,0522666551,résid. Alhadika (rte de Rabat)   imm.2 n° B28 El Gantour Casablanca,Pharmacie AlHadika Casablanca,Casablanca,,Casablanca-AinSebaa
4216,Pharmacie ElBachir,0522344127,62 X bd Haj Ahmed Mekouar -ex C.Caillat  El Gantour Casablanca,Pharmacie ElBachir Casablanca,Casablanca,,Casablanca-AinSebaa
4320,Pharmacie Hsibou,0522672420,"2 Bis, allée des Pritchardias  Casablanca",Pharmacie Hsibou Casablanca,Casablanca,,Casablanca-AinSebaa
4926,Pharmacie Place Ahmed Mekwar,0522354795,"1, bd de la Gare (Aïn Sebâa)  Casablanca",Pharmacie Place Ahmed Mekwar Casablanca,Casablanca,,Casablanca-AinSebaa
4576,Pharmacie Samane,0522662285,"hay Saloma II (Aïn Sebâa), n° 10 et 12 Casablanca",Pharmacie Samane Casablanca,Casablanca,,Casablanca-AinSebaa
5592,Pharmacie 2M,0522343155,"128, allée des Orangers  Casablanca",Pharmacie 2M Casablanca,Casablanca,,Casablanca-AinSebaa
2103,Pharmacie Fathallah,0522341979,Pharmacie Fathallah CASABLANCA,Pharmacie Fathallah Casablanca,Casablanca,,Casablanca-AinSebaa
1198,Pharmacie d'Aïn Sebâa,0522350362,15  place Tizi Ousli - ex République  Oukacha Casablanca,Pharmacie d'Aïn Sebâa Casablanca,Casablanca,,Casablanca-AinSebaa
5542,Pharmacie Assim,0522358626,quartier Beausite   57  lot. Essalam Aïn Sebaâ Casablanca,Pharmacie Assim Casablanca,Casablanca,,Casablanca-AinSebaa
947,Pharmacie Youness,0522357527,18  avenue Ali Yata -ex Foum Lahsan   résid. Alhadika Beausite Casablanca,Pharmacie Youness Casablanca,Casablanca,,Casablanca-AinSebaa
4680,Pharmacie Ghouziel,0522674667,"253, allée des Mimosas (Aïn Sebâa)  Casablanca",Pharmacie Ghouziel Casablanca,Casablanca,,Casablanca-AinSebaa
1043,Pharmacie du Zoo,0522660292,ancienne route de Rabat   n°7 Aïn Sebaâ Casablanca,Pharmacie du Zoo Casablanca,Casablanca,,Casablanca-AinSebaa
5686,Pharmacie Arrimal Addahabia,0522340074,41  allée des Mûriers (Aïn Sebâa)  El Gantour Casablanca,Pharmacie Arrimal Addahabia Casablanca,Casablanca,,Casablanca-AinSebaa
1986,Pharmacie de la Plage,0522351393,46  bd Haj Ahmed Mekouar -ex C.Caillat  Aïn Sebaâ Casablanca,Pharmacie de la Plage Casablanca,Casablanca,,Casablanca-AinSebaa
3879,Pharmacie des Citronniers,0522344670,29 X allée des Citronniers   Casablanca,Pharmacie des Citronniers Casablanca,Casablanca,,Casablanca-AinSebaa
1807,Pharmacie Al Basmala,0522356651,bd Chefchaouni   résid. Atlantique Aïn Sebaâ Casablanca,Pharmacie Al Basmala Casablanca,Casablanca,,Casablanca-AinSebaa
8265,Pharmacie Fadle Allah,0522672534,Pharmacie Fadle Allah CASABLANCA,Pharmacie Fadle Allah Casablanca,Casablanca,,Casablanca-AinSebaa
1011,Pharmacie Zénata,0522351172,178  route des Zenatas - r.s. 111 (côtière)  Aïn Sebaâ Casablanca,Pharmacie Zénata Casablanca,Casablanca,,Casablanca-AinSebaa
4502,Pharmacie Attakwa,0522561935,"derb Friha (cité Djemaa), rue n°20 Casablanca",Pharmacie Attakwa Casablanca,Casablanca,,Casablanca-AinSebaa
2542,Pharmacie Lekbira,0522343740,13  allée des Mimosas (Aïn Sebâa)  Aïn Sebaâ Casablanca,Pharmacie Lekbira Casablanca,Casablanca,,Casablanca-AinSebaa
5263,Pharmacie Fourkane,0522352928,lot El Oulja II (Ain Sebaa)   bd C  n°209 Aïn Sebaâ Casablanca,Pharmacie Fourkane Casablanca,Casablanca,garde 24h/24,Casablanca-AinSebaa
